,Unnamed: 0,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei,ligand_efficiency
594,343,,36207,[],CHEMBL848838,Ratio between IC50 value on resistant cells and sensitive cells,F,,,BAO_0000179,BAO_0000219,cell-based format,Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)/C=C/c4ccc(N(CCCl)CCCl)cc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N,,,CHEMBL1133770,J. Med. Chem.,2000,CHEMBL553635,,CHEMBL99772,,False,,164591,=,1,False,=,,Resistance index,,,8.0,CHEMBL386,Mus musculus,L1210,10090.0,,,Resistance index,,,,8.0,,,,,
1935,102,,37966,[],CHEMBL806723,In vitro antifungal activity against Sporothrix schenck ii,F,,,BAO_0000181,BAO_0000218,organism-based format,CCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL434298,,CHEMBL434298,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338536,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612245,Sporothrix schenckii,Sporothrix schenckii,29908.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1987,268,,38132,[],CHEMBL759554,"Inhibition of P388 leukemia cells in mice, measured as percent treated to the control values with the number of 30 day survivors",F,,,BAO_0001103,BAO_0000219,cell-based format,CCCCCCNc1ccc2c3c(nn2CCN(CC)CC)-c2ccccc2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL542321,,CHEMBL1191248,,False,http://qudt.org/vocab/unit#Percent,35153,=,1,False,=,,T/C,%,,110.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,110.0,,,,,
3030,181,,38045,[],CHEMBL664097,In vitro antifungal activity against Cryptococcus neoformans,F,,,BAO_0000181,BAO_0000218,organism-based format,CCc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL167713,,CHEMBL167713,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338522,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL365,Cryptococcus neoformans,Filobasidiella neoformans,5207.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
3140,467,,40331,[],CHEMBL843580,"In vivo activity against microsporosis guinea pig, measured as the ratio of animals cured/animals infected (C/I) at dose 2.5 mg/kg; C/I = 0/8",F,,,BAO_0000179,BAO_0000218,organism-based format,Cc1nn(CC(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,,,CHEMBL1122688,J. Med. Chem.,1984,CHEMBL355397,,CHEMBL355397,,False,,338531,=,1,False,=,,C/I ratio,,,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,C/I ratio,,,,0.0,,,,,
2831,873,,34737,[],CHEMBL765211,In vitro inhibitory activity against recombinant human PPI using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000019,assay format,O=C1C=C(c2c[nH]c3ccccc23)c2ccccc2C1=O,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL60707,,CHEMBL60707,5.5,False,http://www.openphacts.org/units/Nanomolar,100640,=,1,True,=,,IC50,nM,,3190.0,CHEMBL612545,,Unchecked,,,,IC50,uM,UO_0000065,,3.19,,,,,
1869,897,,36761,[],CHEMBL663720,In vitro inhibition of human DNA topoisomerase II activity.,B,,,BAO_0000201,BAO_0000224,protein format,Cc1ccccc1/N=C1/C(=O)c2cncnc2C(O)=C1Cl,,,CHEMBL1147454,Bioorg. Med. Chem. Lett.,2004,CHEMBL325261,,CHEMBL325261,,False,http://qudt.org/vocab/unit#Percent,215707,=,1,True,=,,Inhibition,%,,6.0,CHEMBL2094255,Homo sapiens,DNA topoisomerase II,9606.0,,,Inhibition,%,UO_0000187,,6.0,,,,,
1299,273,,33137,[],CHEMBL729320,In vitro antifungal activity against Microsporum canis,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612335,Arthroderma otae,Microsporum canis,63405.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2932,38,,36902,[],CHEMBL742194,In vivo antileukemic activity against P-388 cells in mice and the treated /control value was determined at schedule Q01Dx01 at a dose of 2 mg/kg,F,,,BAO_0000179,BAO_0000218,organism-based format,CCN(CC)CCNc1ccc(NCCN(CC)CC)c2c1C(=O)c1ccccc1C2=O,,,CHEMBL1122896,J. Med. Chem.,1985,CHEMBL416895,,CHEMBL416895,,False,,334753,=,1,False,=,,T/C,,,95.0,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,T/C,,,,95.0,,,,,
1676,820,,32684,[],CHEMBL849471,Ratio of inhibition of serum stimulated growth NIH3T3neu to that of NIH3T3 isogenic cells,F,,,BAO_0000179,BAO_0000219,cell-based format,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,,,CHEMBL1145114,J. Med. Chem.,2003,CHEMBL137635,,CHEMBL137635,,False,,262238,=,1,False,=,,Ratio,,,0.62,CHEMBL612545,,Unchecked,,,,Ratio,,,,0.62,,,,,
2111,855,,40719,[],CHEMBL651059,Effective concentration required for antiviral activity against B(EBV+) cell line of AA5 cells of Human by XTT assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1127791,J. Med. Chem.,1994,CHEMBL129,ZIDOVUDINE,CHEMBL129,9.0,False,http://www.openphacts.org/units/Nanomolar,193279,=,1,True,=,,EC50,nM,,1.0,CHEMBL614797,,B(EBV+),,,,EC50,uM,UO_0000065,,0.001,,,,,
195,644,,34508,[],CHEMBL759554,"Inhibition of P388 leukemia cells in mice, measured as percent treated to the control values with the number of 30 day survivors",F,,,BAO_0001103,BAO_0000219,cell-based format,Cl.NCCn1nc2c3c(c(NCCNCCO)ccc31)C(=O)c1ccccc1-2,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL541525,,CHEMBL1190733,,False,http://qudt.org/vocab/unit#Percent,35240,=,1,False,=,,T/C,%,,187.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,187.0,,,,,
722,650,,34514,[],CHEMBL647080,Tested for activity against murine B-16 melanoma in mice and percent treated to the control values with the number of 60 day survivors,F,,,BAO_0001103,BAO_0000219,cell-based format,O=C1c2ccccc2-c2nn(CCNCO)c3ccc(NCCNCCO)c1c23,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL24454,,CHEMBL24454,,False,http://qudt.org/vocab/unit#Percent,35236,=,1,False,=,,T/C,%,,231.0,CHEMBL381,Mus musculus,B16,10090.0,,,T/C,%,UO_0000187,,231.0,,,,,
1237,688,,38552,[],CHEMBL690493,Cytotoxic activity against HCT116 colon cancer cell line,F,,,BAO_0000189,BAO_0000219,cell-based format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,,False,http://www.openphacts.org/units/Nanomolar,84812,=,1,True,=,,GI50,nM,,173.0,CHEMBL394,Homo sapiens,HCT-116,9606.0,,,GI50,M,UO_0000065,,1.73e-07,,,,,
2507,704,,38568,[],CHEMBL711050,Cytotoxic activity against MDA-MB-231/ATCC Breast cancer cell line,F,,,BAO_0000189,BAO_0000219,cell-based format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,,False,http://www.openphacts.org/units/Nanomolar,84812,=,1,True,=,,GI50,nM,,1910.0,CHEMBL400,Homo sapiens,MDA-MB-231,9606.0,,,GI50,M,UO_0000065,,1.91e-06,,,,,
1944,111,,37975,[],CHEMBL659518,In vitro antifungal activity against Candida tropicalis,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(C(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL352780,,CHEMBL352780,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338508,=,1,False,=,,Inhibition,ug ml-1,,1.0,CHEMBL612870,Candida tropicalis,Candida tropicalis,5482.0,,,Inhibition,ug ml-1,UO_0000274,,1.0,,,,,
3161,821,,40685,[],CHEMBL707939,Cytotoxicity against L1210 leukemia cells,F,,,BAO_0002752,BAO_0000219,cell-based format,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,CHEMBL1135332,Bioorg. Med. Chem. Lett.,2002,CHEMBL53463,DOXORUBICIN,CHEMBL53463,,False,http://www.openphacts.org/units/Micromolar,159914,=,1,False,=,,Concentration,uM,,0.1,CHEMBL386,Mus musculus,L1210,10090.0,,,Concentration,uM,UO_0000064,,0.1,,,,,
706,477,,34341,[],CHEMBL744617,In vitro antifungal activity against Mucor sp,F,,,BAO_0000181,BAO_0000019,assay format,O=c1n(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)cnn1CC1CC1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL367642,,CHEMBL367642,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338526,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
3168,858,,40722,[],CHEMBL706857,Effective concentration required for antiviral activity against M cell line of macrophage cells of Human by XTT assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1127791,J. Med. Chem.,1994,CHEMBL129,ZIDOVUDINE,CHEMBL129,7.82,False,http://www.openphacts.org/units/Nanomolar,193279,=,1,True,=,,EC50,nM,,15.0,CHEMBL614115,,M,,,,EC50,uM,UO_0000065,,0.015,,,,,
1361,483,,34347,[],CHEMBL842836,"In vivo activity against microsporosis guinea pig, measured as the ratio of animals cured/animals infected (C/I) at dose 2.5 mg/kg; C/I = 0/2",F,,,BAO_0000179,BAO_0000218,organism-based format,O=c1n(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)cnn1CC1CC1,,,CHEMBL1122688,J. Med. Chem.,1984,CHEMBL367642,,CHEMBL367642,,False,,338526,=,1,False,=,,C/I ratio,,,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,C/I ratio,,,,0.0,,,,,
2292,680,,35544,[],CHEMBL760128,In vitro antifungal activity against Phialophora verrucosa,F,,,BAO_0000181,BAO_0000218,organism-based format,CCCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL433536,,CHEMBL433536,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338507,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612396,Phialophora verrucosa,Phialophora verrucosa,39412.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1724,766,,33630,[],CHEMBL664175,Inhibitory activity against Dihydrofolate reductase from Pneumocystis carinii,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(Cc1cnc2nc(N)nc(N)c2c1C)c1cc(OC)c(OC)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL52433,,CHEMBL52433,7.3,False,http://www.openphacts.org/units/Nanomolar,84824,=,1,True,=,,IC50,nM,,49.7,CHEMBL1926,Pneumocystis carinii,Dihydrofolate reductase,4754.0,,,IC50,nM,UO_0000065,,49.7,18.33,0.34,4.75,6.0,
2042,136,,39000,[],CHEMBL839886,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1cc(/C=C/c2ccc(N(C)C)cc2)cc(OC)c1OC,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL89291,,CHEMBL89291,,False,http://www.openphacts.org/units/Micromolar,157340,=,1,False,=,,ED50,uM,,0.0061,CHEMBL392,Homo sapiens,A549,9606.0,,,ED50,uM,UO_0000064,,0.0061,,,,,
806,343,,36207,[],CHEMBL848838,Ratio between IC50 value on resistant cells and sensitive cells,F,,,BAO_0000179,BAO_0000219,cell-based format,Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)/C=C/c4ccc(N(CCCl)CCCl)cc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N,,,CHEMBL1133770,J. Med. Chem.,2000,CHEMBL553635,,CHEMBL99772,,False,,164591,=,1,False,=,,Resistance index,,,8.0,CHEMBL386,Mus musculus,L1210,10090.0,,,Resistance index,,,,8.0,,,,,
2072,453,,40317,[],CHEMBL815141,In vitro antifungal activity against Trichophyton mentagrophytes,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(CC(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL355397,,CHEMBL355397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338531,=,1,False,=,,Inhibition,ug ml-1,,10.0,CHEMBL346,Arthroderma benhamiae,Arthroderma benhamiae,63400.0,,,Inhibition,ug ml-1,UO_0000274,,10.0,,,,,
1888,51,,36915,[],CHEMBL758597,Optimal dose per injection in mg/kg required to inhibit growth of P388 leukemia cells in mice,F,,,BAO_0000179,BAO_0000218,organism-based format,CCN(CC)CCCCCCCNc1ccc2c3c(nn2CCN(CC)CC)-c2ccccc2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL543742,,CHEMBL1192499,,False,,35211,=,1,True,=,,DOSE,mg.kg-1,,25.0,CHEMBL389,Mus musculus,P388,10090.0,,,Dose,mg kg-1,UO_0000308,,25.0,,,,,
1824,688,,35552,[],CHEMBL845107,"In vivo activity against vaginal candidoses in rats, measured as the ratio of animals cured/animals infected (C/I) at dose 2.5 mg/kg; C/I = 4/6",F,,,BAO_0000179,BAO_0000218,organism-based format,CCCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,,CHEMBL1122688,J. Med. Chem.,1984,CHEMBL433536,,CHEMBL433536,,False,,338507,=,1,False,=,,C/I ratio,,,4.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,C/I ratio,,,,4.0,,,,,
3110,239,,40103,[],CHEMBL805663,Cytotoxic concentration required to inhibit 50% cell growth in SKMEL-5 melanoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(CNc2cc(OC)c(OC)c(OC)c2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL87353,,CHEMBL87353,,False,http://www.openphacts.org/units/Micromolar,157328,=,1,False,=,,ED50,uM,,1.13,CHEMBL614922,Homo sapiens,SK-MEL-5,9606.0,,,ED50,uM,UO_0000064,,1.13,,,,,
782,689,,35553,[],CHEMBL849693,"In vivo activity against vaginal candidoses in rats, measured as the ratio of animals cured/animals infected (C/I) at dose 1.25 mg/kg; C/I = 0/2",F,,,BAO_0000179,BAO_0000218,organism-based format,CCCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,,CHEMBL1122688,J. Med. Chem.,1984,CHEMBL433536,,CHEMBL433536,,False,,338507,=,1,False,=,,C/I ratio,,,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,C/I ratio,,,,0.0,,,,,
2090,585,,40449,[],CHEMBL762168,"Activity against P388 leukemia cells in mice, by intraperitoneal dosing and net log tumor cell kill was reported",F,,,BAO_0000181,BAO_0000219,cell-based format,Cl.O=C1c2ccccc2-c2nn(CCO)c3ccc(NCCN4CCOCC4)c1c23,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL554214,,CHEMBL1195287,,False,,35242,=,1,False,=,,Activity,,,-1.5,CHEMBL389,Mus musculus,P388,10090.0,,,Activity,,,,-1.5,,,,,
1132,859,,37723,[],CHEMBL839886,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL86960,,CHEMBL86960,,False,http://www.openphacts.org/units/Micromolar,157330,=,1,False,=,,ED50,uM,,0.0019,CHEMBL392,Homo sapiens,A549,9606.0,,,ED50,uM,UO_0000064,,0.0019,,,,,
2179,283,,33147,[],CHEMBL798172,In vitro antifungal activity against Saprolegnia sp,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612837,Saprolegnia,Saprolegnia,4769.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2751,277,,33141,[],CHEMBL664097,In vitro antifungal activity against Cryptococcus neoformans,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,=,1,False,=,,Inhibition,ug ml-1,,100.0,CHEMBL365,Cryptococcus neoformans,Filobasidiella neoformans,5207.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1720,612,,33476,[],CHEMBL821050,In vitro inhibitory activity against recombinant human Yop using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(C2=CC(=O)C(=O)c3ccccc32)cc1,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL301254,,CHEMBL301254,4.92,False,http://www.openphacts.org/units/Nanomolar,100668,=,1,True,=,,IC50,nM,,11970.0,CHEMBL612545,,Unchecked,,,,IC50,uM,UO_0000065,,11.97,,,,,
2675,662,,41526,[],CHEMBL650098,In vitro antifungal activity against Aspergillus fumigatus,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(C(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL172512,,CHEMBL172512,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338511,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL363,Aspergillus fumigatus,Aspergillus fumigatus,746128.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
3016,129,,37993,[],CHEMBL650098,In vitro antifungal activity against Aspergillus fumigatus,F,,,BAO_0000181,BAO_0000218,organism-based format,CCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL369813,,CHEMBL369813,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338516,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL363,Aspergillus fumigatus,Aspergillus fumigatus,746128.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2980,93,,37957,[],CHEMBL729320,In vitro antifungal activity against Microsporum canis,F,,,BAO_0000181,BAO_0000218,organism-based format,CCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL434298,,CHEMBL434298,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338536,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612335,Arthroderma otae,Microsporum canis,63405.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
3003,116,,37980,[],CHEMBL798172,In vitro antifungal activity against Saprolegnia sp,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(C(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL352780,,CHEMBL352780,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338508,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612837,Saprolegnia,Saprolegnia,4769.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
3038,265,,38129,[],CHEMBL706332,Tested in vitro against murine L1210 leukemia.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCNc1ccc2c3c(nn2CCN(CC)CC)-c2ccccc2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL542321,,CHEMBL1191248,5.7,False,http://www.openphacts.org/units/Nanomolar,35153,=,1,True,=,,IC50,nM,,2000.0,CHEMBL386,Mus musculus,L1210,10090.0,,,IC50,M,UO_0000065,,2e-06,,,,,
494,477,,34341,[],CHEMBL744617,In vitro antifungal activity against Mucor sp,F,,,BAO_0000181,BAO_0000019,assay format,O=c1n(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)cnn1CC1CC1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL367642,,CHEMBL367642,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338526,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1913,862,,37726,[],CHEMBL805663,Cytotoxic concentration required to inhibit 50% cell growth in SKMEL-5 melanoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL86960,,CHEMBL86960,,False,http://www.openphacts.org/units/Micromolar,157330,=,1,False,=,,ED50,uM,,0.0007,CHEMBL614922,Homo sapiens,SK-MEL-5,9606.0,,,ED50,uM,UO_0000064,,0.0007,,,,,
939,609,,33473,[],CHEMBL772435,In vitro inhibitory activity against recombinant human protein-tyrosine phosphatase 1B (PTP1B) using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1ccc(C2=CC(=O)C(=O)c3ccccc32)cc1,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL301254,,CHEMBL301254,5.81,False,http://www.openphacts.org/units/Nanomolar,100668,=,1,True,=,,IC50,nM,,1540.0,CHEMBL335,Homo sapiens,Protein-tyrosine phosphatase 1B,9606.0,,,IC50,uM,UO_0000065,,1.54,19.89,0.36,3.14,9.62,
505,645,,34509,[],CHEMBL706332,Tested in vitro against murine L1210 leukemia.,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1c2ccccc2-c2nn(CCNCO)c3ccc(NCCNCCO)c1c23,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL24454,,CHEMBL24454,7.13,False,http://www.openphacts.org/units/Nanomolar,35236,=,1,True,=,,IC50,nM,,74.0,CHEMBL386,Mus musculus,L1210,10090.0,,,IC50,M,UO_0000065,,7.4e-08,,,,,
